data,curs
29.03.2019,72.8884
28.03.2019,72.7182
27.03.2019,72.5808
26.03.2019,72.9229
23.03.2019,72.59
22.03.2019,72.787
21.03.2019,72.9389
20.03.2019,72.9995
19.03.2019,73.361
16.03.2019,74.0686
15.03.2019,74.0613
14.03.2019,74.0237
13.03.2019,74.0672
12.03.2019,74.2896
08.03.2019,74.573
07.03.2019,74.4158
06.03.2019,74.5058
05.03.2019,74.7438
02.03.2019,74.8048
01.03.2019,74.9691
28.02.2019,74.8249
27.02.2019,74.4898
26.02.2019,74.0876
23.02.2019,74.3332
22.02.2019,74.2963
21.02.2019,74.6816
20.02.2019,74.8151
19.02.2019,74.9055
16.02.2019,75.2492
15.02.2019,75.0471
14.02.2019,74.3872
13.02.2019,74.1459
12.02.2019,74.3243
09.02.2019,74.8954
08.02.2019,74.9656
07.02.2019,74.7703
06.02.2019,74.9127
05.02.2019,75.0565
02.02.2019,75.148
01.02.2019,75.2006
31.01.2019,75.5706
30.01.2019,75.8811
29.01.2019,75.1932
26.01.2019,74.6312
25.01.2019,75.0306
24.01.2019,75.3861
23.01.2019,75.5541
22.01.2019,75.5481
19.01.2019,75.5841
18.01.2019,75.633
17.01.2019,76.135
16.01.2019,76.9498
15.01.2019,77.0692
12.01.2019,77.1282
11.01.2019,77.2105
10.01.2019,76.9066
30.12.2018,79.4605
29.12.2018,79.6581
28.12.2018,78.388
27.12.2018,78.5237
26.12.2018,78.4309
25.12.2018,77.8886
22.12.2018,77.9717
21.12.2018,76.9377
20.12.2018,76.4742
19.12.2018,75.7761
18.12.2018,75.3814
15.12.2018,75.389
14.12.2018,75.3916
13.12.2018,75.2168
12.12.2018,75.6197
11.12.2018,75.7075
08.12.2018,76.0777
07.12.2018,75.6071
06.12.2018,75.7051
05.12.2018,75.6562
04.12.2018,75.3874
01.12.2018,75.7484
30.11.2018,75.8897
29.11.2018,75.5191
28.11.2018,75.6217
27.11.2018,75.5655
24.11.2018,74.9385
23.11.2018,74.8048
22.11.2018,75.1483
21.11.2018,75.1825
20.11.2018,75.3218
17.11.2018,74.9022
16.11.2018,75.5358
15.11.2018,76.7556
14.11.2018,76.0737
13.11.2018,76.0926
10.11.2018,75.8076
09.11.2018,75.6711
08.11.2018,75.6817
07.11.2018,75.3158
03.11.2018,74.9906
02.11.2018,74.5803
01.11.2018,74.4189
31.10.2018,74.7918
30.10.2018,75.0399
27.10.2018,74.6658
26.10.2018,74.9851
25.10.2018,75.0806
24.10.2018,74.8584
23.10.2018,75.3702
20.10.2018,75.3241
19.10.2018,75.5692
18.10.2018,75.6512
17.10.2018,75.9236
16.10.2018,76.054
13.10.2018,76.5047
12.10.2018,77.0824
11.10.2018,76.071
10.10.2018,76.211
09.10.2018,76.987
06.10.2018,76.661
05.10.2018,76.0505
04.10.2018,75.7353
03.10.2018,75.2272
02.10.2018,75.9877
29.09.2018,76.2294
28.09.2018,77.0407
27.09.2018,77.3846
26.09.2018,77.3832
25.09.2018,77.6844
22.09.2018,78.0753
21.09.2018,77.7529
20.09.2018,78.3613
19.09.2018,79.1749
18.09.2018,79.3595
15.09.2018,79.9521
14.09.2018,79.7699
13.09.2018,80.6488
12.09.2018,81.3942
11.09.2018,80.6702
08.09.2018,80.3562
07.09.2018,79.3685
06.09.2018,79.1362
05.09.2018,79.02
04.09.2018,78.6376
01.09.2018,79.4966
31.08.2018,79.6765
30.08.2018,79.5594
29.08.2018,78.76
28.08.2018,78.2269
25.08.2018,78.4072
24.08.2018,79.2502
23.08.2018,78.1983
22.08.2018,77.3491
21.08.2018,76.7204
18.08.2018,76.1848
17.08.2018,76.0576
16.08.2018,75.2253
15.08.2018,76.2325
14.08.2018,77.6519
11.08.2018,76.676
10.08.2018,76.825
09.08.2018,73.8211
08.08.2018,73.5632
07.08.2018,73.4095
04.08.2018,73.4744
03.08.2018,73.4206
02.08.2018,73.1064
01.08.2018,73.0738
31.07.2018,73.2021
28.07.2018,73.3442
27.07.2018,73.8181
26.07.2018,73.751
25.07.2018,73.5261
24.07.2018,74.1286
21.07.2018,73.9327
20.07.2018,73.4808
19.07.2018,73.1345
18.07.2018,73.2427
17.07.2018,72.7955
14.07.2018,72.4659
13.07.2018,72.6817
12.07.2018,72.8472
11.07.2018,73.347
10.07.2018,73.9365
07.07.2018,73.9028
06.07.2018,73.9641
05.07.2018,73.7097
04.07.2018,73.7012
03.07.2018,73.469
30.06.2018,72.9921
29.06.2018,73.0884
28.06.2018,73.6038
27.06.2018,73.4087
26.06.2018,73.3112
23.06.2018,73.7247
22.06.2018,73.6871
21.06.2018,73.6118
20.06.2018,74.1847
19.06.2018,73.4825
16.06.2018,72.5329
15.06.2018,73.5621
14.06.2018,74.1365
10.06.2018,73.3654
09.06.2018,73.7916
08.06.2018,73.0686
07.06.2018,72.8637
06.06.2018,72.513
05.06.2018,72.4384
02.06.2018,72.7183
01.06.2018,72.5806
31.05.2018,72.5211
30.05.2018,72.5269
29.05.2018,72.8322
26.05.2018,72.1183
25.05.2018,72.0082
24.05.2018,72.1826
23.05.2018,72.239
22.05.2018,73.3321
19.05.2018,73.1769
18.05.2018,73.0236
17.05.2018,73.7796
16.05.2018,73.8601
15.05.2018,73.943
12.05.2018,73.5145
11.05.2018,74.1772
09.05.2018,75.0409
08.05.2018,74.8125
05.05.2018,75.6392
04.05.2018,76.1261
29.04.2018,75.2056
28.04.2018,75.7605
27.04.2018,76.1812
26.04.2018,75.3281
25.04.2018,75.2121
24.04.2018,75.7924
21.04.2018,75.6532
20.04.2018,75.4034
19.04.2018,76.0868
18.04.2018,75.8448
17.04.2018,76.8403
14.04.2018,75.7507
13.04.2018,76.7569
12.04.2018,79.2839
11.04.2018,76.8522
10.04.2018,71.8847
07.04.2018,70.7069
06.04.2018,70.5926
05.04.2018,70.958
04.04.2018,70.9207
03.04.2018,70.6038
31.03.2018,70.5618
30.03.2018,71.0942
29.03.2018,71.3339
28.03.2018,71.2625
27.03.2018,70.5708
24.03.2018,70.4303
23.03.2018,70.31
22.03.2018,70.5699
21.03.2018,71.2347
20.03.2018,70.6049
17.03.2018,70.8099
16.03.2018,70.5151
15.03.2018,70.5338
14.03.2018,70.1564
13.03.2018,69.7972
08.03.2018,70.5299
07.03.2018,69.7317
06.03.2018,70.1702
03.03.2018,69.4671
02.03.2018,68.8826
01.03.2018,68.9062
28.02.2018,68.6599
27.02.2018,68.9224
23.02.2018,69.6341
22.02.2018,69.8087
21.02.2018,69.8928
20.02.2018,69.9001
17.02.2018,70.6471
16.02.2018,70.6718
15.02.2018,71.2329
14.02.2018,71.167
13.02.2018,71.245
10.02.2018,71.3943
09.02.2018,70.7713
08.02.2018,70.531
07.02.2018,70.9294
06.02.2018,70.4959
03.02.2018,70.0958
02.02.2018,69.7921
01.02.2018,69.9322
31.01.2018,69.5424
30.01.2018,69.8513
27.01.2018,69.6073
26.01.2018,69.458
25.01.2018,69.4484
24.01.2018,69.0702
23.01.2018,69.265
20.01.2018,69.3953
19.01.2018,69.2582
18.01.2018,69.173
17.01.2018,69.0243
16.01.2018,68.8174
13.01.2018,68.2562
12.01.2018,68.0586
11.01.2018,67.8841
10.01.2018,68.2103
30.12.2017,68.8668
29.12.2017,68.7861
28.12.2017,68.2328
27.12.2017,68.5422
26.12.2017,69.0937
23.12.2017,69.1268
22.12.2017,69.522
21.12.2017,69.5033
20.12.2017,69.1735
19.12.2017,69.0946
16.12.2017,69.4298
15.12.2017,69.4048
14.12.2017,69.4653
13.12.2017,69.2982
12.12.2017,69.8023
09.12.2017,69.6434
08.12.2017,69.9323
07.12.2017,69.706
06.12.2017,69.6327
05.12.2017,69.9104
02.12.2017,69.7478
01.12.2017,69.5185
30.11.2017,69.204
29.11.2017,69.4934
28.11.2017,69.4957
25.11.2017,69.3309
24.11.2017,69.1783
23.11.2017,69.403
22.11.2017,69.8184
21.11.2017,69.6654
18.11.2017,70.3604
17.11.2017,70.704
16.11.2017,71.1721
15.11.2017,69.6787
14.11.2017,68.9178
11.11.2017,68.9791
10.11.2017,68.7865
09.11.2017,68.704
08.11.2017,67.7677
04.11.2017,68.0822
03.11.2017,67.677
02.11.2017,67.7107
01.11.2017,67.6434
31.10.2017,67.2179
28.10.2017,67.5276
27.10.2017,68.289
26.10.2017,67.7713
25.10.2017,67.6856
24.10.2017,67.5567
21.10.2017,67.8927
20.10.2017,67.9333
19.10.2017,67.3577
18.10.2017,67.4596
17.10.2017,67.2988
14.10.2017,68.1409
13.10.2017,68.4455
12.10.2017,68.5032
11.10.2017,68.3557
10.10.2017,68.3861
07.10.2017,67.5344
06.10.2017,67.7787
05.10.2017,67.9357
04.10.2017,67.9839
03.10.2017,67.9076
30.09.2017,68.4483
29.09.2017,68.6441
28.09.2017,68.1678
27.09.2017,68.0215
26.09.2017,68.5553
23.09.2017,69.0737
22.09.2017,69.2635
21.09.2017,69.7664
20.09.2017,69.6785
19.09.2017,68.7514
16.09.2017,68.5801
15.09.2017,68.695
14.09.2017,69.0977
13.09.2017,68.5469
12.09.2017,68.649
09.09.2017,68.6923
08.09.2017,68.2436
07.09.2017,68.4165
06.09.2017,68.7782
05.09.2017,68.7256
02.09.2017,68.9992
01.09.2017,69.6222
31.08.2017,70.2007
30.08.2017,70.4316
29.08.2017,69.8465
26.08.2017,69.6995
25.08.2017,69.7434
24.08.2017,69.5619
23.08.2017,69.59
22.08.2017,69.4314
19.08.2017,69.7197
18.08.2017,69.6531
17.08.2017,69.9958
16.08.2017,70.3718
15.08.2017,70.6645
12.08.2017,70.7502
11.08.2017,70.2677
10.08.2017,70.4183
09.08.2017,70.8405
08.08.2017,70.8414
05.08.2017,71.6879
04.08.2017,71.9527
03.08.2017,71.6866
02.08.2017,70.7313
01.08.2017,70.4603
29.07.2017,69.6779
28.07.2017,69.6406
27.07.2017,69.6816
26.07.2017,69.7005
25.07.2017,69.4708
22.07.2017,68.6623
21.07.2017,68.0037
20.07.2017,68.2762
19.07.2017,68.4008
18.07.2017,67.6184
15.07.2017,68.3597
14.07.2017,68.8139
13.07.2017,69.4494
12.07.2017,69.2007
11.07.2017,68.7737
08.07.2017,68.947
07.07.2017,68.3814
06.07.2017,67.6754
05.07.2017,67.2966
04.07.2017,67.2016
01.07.2017,67.8072
30.06.2017,67.4993
29.06.2017,67.6868
28.06.2017,65.9563
27.06.2017,66.0816
24.06.2017,66.678
23.06.2017,67.1495
22.06.2017,66.798
21.06.2017,65.321
20.06.2017,64.8614
17.06.2017,64.4561
16.06.2017,64.2795
15.06.2017,63.9481
14.06.2017,63.7729
10.06.2017,63.7852
09.06.2017,64.1488
08.06.2017,63.7179
07.06.2017,63.7817
06.06.2017,63.811
03.06.2017,63.6092
02.06.2017,63.531
01.06.2017,63.4107
31.05.2017,62.9484
30.05.2017,63.3684
27.05.2017,63.6689
26.05.2017,63.0116
25.05.2017,62.9203
24.05.2017,63.6189
23.05.2017,63.1713
20.05.2017,63.6479
19.05.2017,63.9967
18.05.2017,62.9568
17.05.2017,62.0382
16.05.2017,61.8449
13.05.2017,62.0915
12.05.2017,62.1595
11.05.2017,63.2634
06.05.2017,64.2398
05.05.2017,62.7298
04.05.2017,62.3224
03.05.2017,62.1515
29.04.2017,62.044
28.04.2017,62.1664
27.04.2017,61.5052
26.04.2017,60.7932
25.04.2017,60.8461
22.04.2017,60.3187
21.04.2017,60.6139
20.04.2017,60.2649
19.04.2017,59.6124
18.04.2017,59.8393
15.04.2017,59.7791
14.04.2017,60.2867
13.04.2017,60.2631
12.04.2017,60.3042
11.04.2017,60.7469
08.04.2017,60.5687
07.04.2017,60.0827
06.04.2017,59.6948
05.04.2017,60.2427
04.04.2017,59.8953
01.04.2017,59.8107
31.03.2017,60.595
30.03.2017,61.5347
29.03.2017,61.8102
28.03.2017,61.9615
25.03.2017,61.8636
24.03.2017,62.0959
23.03.2017,62.2699
22.03.2017,61.7308
21.03.2017,61.6956
18.03.2017,62.3722
17.03.2017,62.4897
16.03.2017,62.8428
15.03.2017,62.7447
14.03.2017,63.2661
11.03.2017,62.7408
10.03.2017,61.9911
08.03.2017,61.7063
07.03.2017,61.8606
04.03.2017,61.985
03.03.2017,61.5198
02.03.2017,61.5417
01.03.2017,61.3883
28.02.2017,61.2569
23.02.2017,60.4535
22.02.2017,61.209
21.02.2017,61.6987
18.02.2017,61.4496
17.02.2017,60.654
16.02.2017,60.0249
15.02.2017,61.2955
14.02.2017,61.7662
11.02.2017,62.6824
10.02.2017,63.0253
09.02.2017,63.4467
08.02.2017,63.2362
07.02.2017,63.1566
04.02.2017,63.8156
03.02.2017,64.7307
02.02.2017,65.0322
01.02.2017,64.285
31.01.2017,64.4333
28.01.2017,64.3429
27.01.2017,64.0248
26.01.2017,63.4254
25.01.2017,63.6225
24.01.2017,63.9424
21.01.2017,63.7272
20.01.2017,63.1803
19.01.2017,63.2252
18.01.2017,63.2864
17.01.2017,63.2308
14.01.2017,63.1222
13.01.2017,63.2759
12.01.2017,63.5184
11.01.2017,63.5445
10.01.2017,63.1125
31.12.2016,63.8111
30.12.2016,63.0214
29.12.2016,63.4879
28.12.2016,63.573
27.12.2016,63.7285
24.12.2016,63.5425
23.12.2016,63.5604
22.12.2016,63.6086
21.12.2016,64.2006
20.12.2016,64.6727
17.12.2016,64.4809
16.12.2016,64.6139
15.12.2016,64.7543
14.12.2016,64.9774
13.12.2016,65.072
10.12.2016,67.2086
09.12.2016,68.2458
08.12.2016,68.5002
07.12.2016,68.6902
06.12.2016,67.766
03.12.2016,68.4703
02.12.2016,67.6162
01.12.2016,69.3417
30.11.2016,68.8416
29.11.2016,69.1608
26.11.2016,68.4363
25.11.2016,68.0855
24.11.2016,68.054
23.11.2016,67.5413
22.11.2016,68.3611
19.11.2016,68.9889
18.11.2016,69.4984
17.11.2016,69.2388
16.11.2016,70.6156
15.11.2016,71.0488
12.11.2016,71.1253
11.11.2016,69.3392
10.11.2016,71.3491
09.11.2016,70.4542
08.11.2016,70.6944
04.11.2016,70.5977
03.11.2016,70.2339
02.11.2016,69.3647
01.11.2016,69.2863
29.10.2016,68.6783
28.10.2016,68.7576
27.10.2016,67.9253
26.10.2016,67.4958
25.10.2016,67.7302
22.10.2016,68.0267
21.10.2016,68.4741
20.10.2016,68.7674
19.10.2016,69.2608
18.10.2016,69.3587
15.10.2016,69.3746
14.10.2016,69.7255
13.10.2016,69.1173
12.10.2016,69.1231
11.10.2016,69.7253
08.10.2016,69.2312
07.10.2016,69.8518
06.10.2016,70.0782
05.10.2016,69.7556
04.10.2016,70.2411
01.10.2016,70.9338
30.09.2016,70.8823
29.09.2016,71.5738
28.09.2016,71.6409
27.09.2016,72.0604
24.09.2016,71.5854
23.09.2016,71.6728
22.09.2016,71.8404
21.09.2016,72.5279
20.09.2016,72.4477
17.09.2016,73.0208
16.09.2016,73.2126
15.09.2016,72.946
14.09.2016,72.7559
13.09.2016,73.1986
10.09.2016,72.3359
09.09.2016,72.0464
08.09.2016,72.4022
07.09.2016,72.3639
06.09.2016,72.3742
03.09.2016,73.7199
02.09.2016,72.6828
01.09.2016,72.6859
31.08.2016,72.5013
30.08.2016,72.7996
27.08.2016,73.0892
26.08.2016,73.2135
25.08.2016,73.2074
24.08.2016,73.4733
23.08.2016,72.4457
20.08.2016,72.4558
19.08.2016,71.9371
18.08.2016,72.0832
17.08.2016,71.9645
16.08.2016,71.7263
13.08.2016,71.7158
12.08.2016,72.4644
11.08.2016,72.2349
10.08.2016,71.7556
09.08.2016,72.1476
06.08.2016,73.0303
05.08.2016,73.9232
04.08.2016,74.7978
03.08.2016,74.9007
02.08.2016,73.6523
30.07.2016,74.3799
29.07.2016,73.4047
28.07.2016,72.515
27.07.2016,72.3478
26.07.2016,71.209
23.07.2016,71.2513
22.07.2016,70.3022
21.07.2016,69.6967
20.07.2016,69.6974
19.07.2016,69.7741
16.07.2016,70.3395
15.07.2016,70.5644
14.07.2016,70.5577
13.07.2016,70.9833
12.07.2016,70.8152
09.07.2016,71.1684
08.07.2016,70.9482
07.07.2016,71.5135
06.07.2016,71.6327
05.07.2016,70.8553
02.07.2016,71.0519
01.07.2016,71.2926
30.06.2016,71.2102
29.06.2016,71.7117
28.06.2016,71.942
25.06.2016,72.6582
24.06.2016,72.9016
23.06.2016,71.8082
22.06.2016,72.7865
21.06.2016,72.7792
18.06.2016,73.5609
17.06.2016,74.246
16.06.2016,73.9441
15.06.2016,74.3174
11.06.2016,73.1909
10.06.2016,72.5682
09.06.2016,73.5538
08.06.2016,74.1164
07.06.2016,74.6907
04.06.2016,74.561
03.06.2016,74.8191
02.06.2016,74.2098
01.06.2016,73.4406
31.05.2016,73.497
28.05.2016,73.8474
27.05.2016,72.8418
26.05.2016,73.4596
25.05.2016,75.0349
24.05.2016,75.2675
21.05.2016,74.4623
20.05.2016,74.2755
19.05.2016,73.3077
